Date,Open,High,Low,Close,Volume,Market Cap
"Jan 20, 2018",39.22,51.26,39.11,51.26,"1,389,340,000","2,895,050,000"
"Jan 19, 2018",36.97,41.46,36.19,39.19,"594,885,000","2,728,690,000"
"Jan 18, 2018",36.05,39.91,34.23,37.37,"731,389,000","2,661,040,000"
"Jan 17, 2018",35.54,37.99,27.63,36.47,"1,005,590,000","2,623,560,000"
"Jan 16, 2018",52.23,52.23,28.97,36.03,"976,913,000","3,855,430,000"
"Jan 15, 2018",54.07,58.28,52.18,52.58,"1,558,480,000","3,990,880,000"
"Jan 14, 2018",54.83,55.07,48.35,54.08,"758,722,000","4,046,680,000"
"Jan 13, 2018",50.45,56.27,50.37,54.70,"881,216,000","3,723,670,000"
"Jan 12, 2018",46.01,51.92,44.42,50.41,"764,812,000","3,395,810,000"
"Jan 11, 2018",53.65,53.83,43.68,45.75,"732,454,000","3,959,310,000"
"Jan 10, 2018",53.42,56.36,49.90,54.08,"853,001,000","3,942,310,000"
"Jan 09, 2018",55.78,58.38,52.09,53.21,"837,431,000","4,116,560,000"
"Jan 08, 2018",86.17,89.11,49.96,55.98,"1,023,570,000","6,358,230,000"
"Jan 07, 2018",94.06,106.88,83.57,85.77,"1,707,140,000","6,940,930,000"
"Jan 06, 2018",62.95,105.41,59.95,94.67,"1,998,570,000","4,644,760,000"
"Jan 05, 2018",57.39,70.89,54.79,62.70,"1,356,740,000","4,234,740,000"
"Jan 04, 2018",59.06,61.48,55.95,57.47,"744,457,000","4,357,860,000"
"Jan 03, 2018",60.54,61.01,57.29,59.09,"673,650,000","4,466,390,000"
"Jan 02, 2018",61.19,62.46,59.75,60.72,"597,468,000","4,514,720,000"
"Jan 01, 2018",62.31,64.08,59.87,60.88,"708,818,000","4,597,210,000"
"Dec 31, 2017",60.20,65.01,59.20,62.40,"690,938,000","4,441,130,000"
"Dec 30, 2017",58.68,67.69,54.36,60.49,"1,203,780,000","4,329,060,000"
"Dec 29, 2017",56.35,60.47,53.33,58.71,"876,085,000","4,156,560,000"
"Dec 28, 2017",54.44,56.64,46.41,56.23,"838,698,000","4,015,530,000"
"Dec 27, 2017",55.76,56.39,52.72,54.11,"539,542,000","4,113,280,000"
"Dec 26, 2017",58.22,59.99,55.42,55.95,"652,554,000","4,294,180,000"
"Dec 25, 2017",54.00,59.79,51.23,58.09,"976,115,000","3,982,900,000"
"Dec 24, 2017",56.71,57.37,49.00,53.64,"692,470,000","4,182,730,000"
"Dec 23, 2017",50.84,60.20,50.71,57.26,"913,925,000","3,749,710,000"
"Dec 22, 2017",63.27,63.27,36.35,49.48,"1,101,630,000","4,665,870,000"
"Dec 21, 2017",63.82,69.24,56.87,62.23,"905,593,000","4,706,660,000"
"Dec 20, 2017",67.72,69.07,57.71,63.64,"1,025,680,000","4,994,350,000"
"Dec 19, 2017",51.96,77.75,51.30,67.75,"2,134,470,000","3,831,880,000"
"Dec 18, 2017",29.66,56.06,27.84,51.85,"2,427,870,000","2,187,330,000"
"Dec 17, 2017",29.19,30.30,28.63,29.62,"399,361,000","2,152,090,000"
"Dec 16, 2017",30.15,31.53,28.48,29.00,"609,254,000","2,222,900,000"
"Dec 15, 2017",20.68,32.65,17.69,30.54,"1,227,400,000","1,524,900,000"
"Dec 14, 2017",17.16,20.63,17.02,20.48,"389,613,000","1,264,910,000"
"Dec 13, 2017",14.81,19.29,14.80,17.31,"541,413,000","1,091,760,000"
"Dec 12, 2017",13.57,15.12,13.28,14.76,"253,559,000","1,000,140,000"
"Dec 11, 2017",11.02,14.60,11.00,13.55,"218,917,000","812,116,000"
"Dec 10, 2017",12.09,12.09,10.74,11.05,"106,888,000","891,217,000"
"Dec 09, 2017",12.77,12.77,11.54,12.08,"124,125,000","941,021,000"
"Dec 08, 2017",12.53,13.06,11.99,12.79,"153,972,000","923,477,000"
"Dec 07, 2017",11.95,14.93,11.67,12.56,"262,721,000","880,877,000"
"Dec 06, 2017",13.12,13.14,11.86,11.96,"136,931,000","967,196,000"
"Dec 05, 2017",13.69,13.95,13.08,13.08,"106,446,000","1,009,240,000"
"Dec 04, 2017",13.15,14.00,12.68,13.62,"139,016,000","968,910,000"
"Dec 03, 2017",13.03,13.68,12.49,13.15,"101,683,000","959,947,000"
"Dec 02, 2017",13.15,13.45,12.55,13.00,"106,410,000","969,375,000"
"Dec 01, 2017",12.87,13.28,12.13,13.16,"77,540,700","948,229,000"
"Nov 30, 2017",12.49,13.53,11.44,12.95,"116,134,000","920,799,000"
"Nov 29, 2017",15.44,15.44,12.27,12.45,"169,681,000","1,137,980,000"
"Nov 28, 2017",14.76,15.90,14.60,15.49,"248,416,000","1,087,670,000"
"Nov 27, 2017",14.69,14.95,14.22,14.79,"141,497,000","1,082,680,000"
"Nov 26, 2017",14.51,15.01,14.23,14.79,"115,807,000","1,068,960,000"
"Nov 25, 2017",14.37,14.82,14.09,14.49,"143,624,000","1,059,050,000"
"Nov 24, 2017",13.95,14.43,13.54,14.43,"153,144,000","1,027,570,000"
"Nov 23, 2017",14.22,14.22,13.81,13.95,"116,380,000","1,047,380,000"
"Nov 22, 2017",14.05,14.26,13.85,14.20,"91,778,300","1,035,430,000"
"Nov 21, 2017",14.80,14.94,13.46,14.15,"158,550,000","1,090,630,000"
"Nov 20, 2017",14.00,15.30,14.00,14.77,"160,773,000","1,031,670,000"
"Nov 19, 2017",14.01,14.11,13.66,14.03,"61,181,300","1,032,340,000"
"Nov 18, 2017",13.52,14.16,13.12,14.02,"116,168,000","996,077,000"
"Nov 17, 2017",12.83,13.37,12.55,13.37,"109,115,000","945,173,000"
"Nov 16, 2017",11.68,13.90,11.63,12.89,"317,008,000","860,619,000"
"Nov 15, 2017",11.54,11.74,11.50,11.72,"43,757,700","849,764,000"
"Nov 14, 2017",11.41,11.69,11.23,11.60,"73,833,600","840,602,000"
"Nov 13, 2017",11.10,11.51,11.09,11.42,"73,428,300","817,728,000"
"Nov 12, 2017",11.59,11.66,10.89,11.11,"116,105,000","853,805,000"
"Nov 11, 2017",11.30,12.17,11.30,11.65,"113,139,000","832,533,000"
"Nov 10, 2017",11.97,12.31,11.07,11.29,"131,906,000","881,364,000"
"Nov 09, 2017",11.88,12.45,11.73,11.94,"116,434,000","874,753,000"
"Nov 08, 2017",11.18,12.12,10.99,11.91,"196,034,000","823,231,000"
"Nov 07, 2017",10.32,11.45,10.32,11.21,"122,951,000","760,320,000"
"Nov 06, 2017",10.13,11.18,10.06,10.44,"116,937,000","745,802,000"
"Nov 05, 2017",10.04,10.43,9.96,10.13,"49,288,500","739,113,000"
"Nov 04, 2017",10.31,10.40,9.82,10.05,"35,477,100","759,110,000"
"Nov 03, 2017",9.77,10.42,9.70,10.38,"55,018,600","719,701,000"
"Nov 02, 2017",9.95,10.04,9.35,9.80,"54,501,600","732,691,000"
"Nov 01, 2017",10.41,10.41,9.92,9.93,"26,591,700","766,698,000"
"Oct 31, 2017",10.38,10.88,10.35,10.45,"43,306,600","764,029,000"
"Oct 30, 2017",10.39,10.48,10.29,10.39,"21,781,900","765,031,000"
"Oct 29, 2017",10.19,10.54,10.18,10.42,"40,119,600","750,443,000"
"Oct 28, 2017",10.33,10.38,10.18,10.21,"23,588,200","760,135,000"
"Oct 27, 2017",10.56,10.63,10.26,10.30,"27,344,700","777,594,000"
"Oct 26, 2017",10.66,10.79,10.45,10.57,"26,461,700","784,784,000"
"Oct 25, 2017",10.78,10.92,10.37,10.65,"48,104,100","793,779,000"
"Oct 24, 2017",9.96,11.46,9.52,10.76,"118,813,000","733,399,000"
"Oct 23, 2017",10.59,10.60,9.75,9.96,"50,654,800","779,244,000"
"Oct 22, 2017",10.97,11.06,10.56,10.63,"33,890,300","807,214,000"
"Oct 21, 2017",11.25,11.35,10.50,10.91,"56,075,000","828,306,000"
"Oct 20, 2017",12.10,15.12,11.19,11.30,"304,281,000","890,682,000"
"Oct 19, 2017",11.46,12.22,11.35,12.07,"49,308,300","688,986,000"
"Oct 18, 2017",12.04,12.04,10.78,11.49,"53,960,300","710,326,000"
"Oct 17, 2017",11.48,12.27,11.03,12.05,"57,046,400","677,311,000"
"Oct 16, 2017",10.46,11.65,10.23,11.49,"37,568,400","616,895,000"
"Oct 15, 2017",10.64,10.66,10.09,10.44,"22,057,700","627,948,000"
"Oct 14, 2017",11.26,11.45,10.62,10.63,"17,709,400","664,129,000"
"Oct 13, 2017",11.30,11.30,10.31,11.25,"44,760,500","666,714,000"
"Oct 12, 2017",12.13,12.21,11.29,11.29,"31,335,300","715,782,000"
"Oct 11, 2017",12.04,12.29,11.87,12.13,"28,771,600","710,230,000"
"Oct 10, 2017",12.04,12.54,11.55,12.08,"50,232,800","710,536,000"
"Oct 09, 2017",11.14,12.49,10.96,12.07,"57,974,000","657,304,000"
"Oct 08, 2017",11.96,12.11,11.14,11.14,"34,305,900","705,791,000"
"Oct 07, 2017",11.67,11.94,11.51,11.94,"19,498,800","688,284,000"
"Oct 06, 2017",11.87,11.91,11.50,11.69,"23,341,500","700,544,000"
"Oct 05, 2017",11.60,11.98,10.82,11.86,"67,610,800","684,358,000"
"Oct 04, 2017",12.16,12.28,11.51,11.63,"77,387,000","717,223,000"
"Oct 03, 2017",11.91,12.12,10.78,12.12,"95,756,400","702,872,000"
"Oct 02, 2017",12.36,12.38,11.43,11.88,"69,789,000","729,062,000"
"Oct 01, 2017",11.59,12.61,11.58,12.34,"162,762,000","683,566,000"
"Sep 30, 2017",9.77,11.65,9.75,11.59,"141,320,000","576,371,000"
"Sep 29, 2017",9.96,10.00,9.15,9.77,"79,526,300","587,845,000"
"Sep 28, 2017",9.95,10.10,9.06,9.93,"95,333,300","586,983,000"
"Sep 27, 2017",9.37,9.90,9.35,9.90,"59,847,700","552,811,000"
"Sep 26, 2017",9.38,10.30,9.17,9.34,"104,988,000","553,598,000"
"Sep 25, 2017",8.03,9.60,8.03,9.36,"82,385,100","473,818,000"
"Sep 24, 2017",8.10,8.28,7.79,8.04,"28,266,800","477,945,000"
"Sep 23, 2017",7.70,8.21,7.48,8.11,"40,760,800","454,162,000"
"Sep 22, 2017",7.34,7.91,7.27,7.68,"42,861,600","433,000,000"
"Sep 21, 2017",8.77,8.81,7.34,7.38,"38,239,000","517,612,000"
"Sep 20, 2017",8.92,9.05,8.47,8.79,"38,916,900","526,414,000"
"Sep 19, 2017",9.65,9.70,8.75,8.91,"66,250,600","569,633,000"
"Sep 18, 2017",8.31,10.51,8.31,9.62,"167,586,000","490,417,000"
"Sep 17, 2017",8.19,8.79,7.59,8.27,"69,847,200","482,927,000"
"Sep 16, 2017",8.49,8.97,7.44,8.25,"97,992,200","500,809,000"
"Sep 15, 2017",7.72,9.31,5.91,8.47,"242,984,000","455,212,000"
"Sep 14, 2017",11.94,12.18,7.60,7.60,"137,040,000","704,415,000"
"Sep 13, 2017",13.45,13.53,11.60,11.94,"185,348,000","793,825,000"
"Sep 12, 2017",14.38,15.31,12.86,13.51,"156,187,000","848,364,000"
"Sep 11, 2017",12.64,14.79,12.55,14.28,"165,283,000","745,787,000"
"Sep 10, 2017",13.27,13.34,11.38,12.78,"172,687,000","783,150,000"
"Sep 09, 2017",13.40,13.63,12.46,13.32,"99,008,100","790,322,000"
"Sep 08, 2017",14.74,16.07,12.44,13.50,"294,169,000","869,878,000"
"Sep 07, 2017",11.40,14.77,10.69,14.74,"195,986,000","672,888,000"
"Sep 06, 2017",11.73,12.49,10.34,11.40,"141,347,000","691,921,000"
"Sep 05, 2017",11.07,12.07,8.77,11.71,"218,917,000","653,177,000"
"Sep 04, 2017",15.29,15.44,10.22,10.98,"161,203,000","902,407,000"
"Sep 03, 2017",16.41,16.74,14.19,15.29,"98,105,400","967,971,000"
"Sep 02, 2017",18.26,19.06,15.51,16.39,"123,479,000","1,077,370,000"
"Sep 01, 2017",17.30,18.47,16.94,18.26,"73,618,500","1,020,980,000"
"Aug 31, 2017",16.72,18.08,16.69,17.30,"76,872,500","986,295,000"
"Aug 30, 2017",19.05,19.05,14.58,16.84,"145,512,000","1,124,200,000"
"Aug 29, 2017",16.28,20.04,16.28,19.15,"216,784,000","960,486,000"
"Aug 28, 2017",15.66,16.35,14.86,16.24,"82,850,200","923,722,000"
"Aug 27, 2017",15.42,15.86,14.74,15.70,"56,474,400","909,788,000"
"Aug 26, 2017",13.26,15.89,12.97,15.41,"88,172,500","782,374,000"
"Aug 25, 2017",13.75,13.85,12.85,13.32,"26,327,100","811,035,000"
"Aug 24, 2017",11.87,14.13,11.64,13.78,"72,955,500","700,167,000"
"Aug 23, 2017",11.05,12.47,11.04,11.90,"36,722,000","651,839,000"
"Aug 22, 2017",11.20,11.41,10.17,11.06,"25,086,300","660,585,000"
"Aug 21, 2017",11.80,11.87,10.82,11.23,"29,380,800","696,434,000"
"Aug 20, 2017",11.54,12.35,10.82,11.79,"40,638,800","680,885,000"
"Aug 19, 2017",11.62,12.36,9.69,11.64,"54,327,300","685,316,000"
"Aug 18, 2017",13.09,13.09,11.00,11.63,"43,226,400","772,302,000"
"Aug 17, 2017",14.36,14.37,12.82,13.06,"50,489,100","847,017,000"
"Aug 16, 2017",14.67,15.42,14.15,14.35,"59,126,000","865,463,000"
"Aug 15, 2017",15.01,15.30,13.83,14.68,"62,353,100","885,415,000"
"Aug 14, 2017",15.10,17.16,14.36,15.06,"103,750,000","890,836,000"
"Aug 13, 2017",13.92,15.84,12.79,15.17,"75,650,500","821,280,000"
"Aug 12, 2017",14.73,15.47,12.85,13.90,"59,321,200","868,962,000"
"Aug 11, 2017",15.63,16.36,14.33,14.73,"91,215,900","922,433,000"
"Aug 10, 2017",12.55,16.99,12.42,15.77,"133,259,000","740,715,000"
"Aug 09, 2017",11.49,12.63,11.07,12.55,"52,016,000","677,866,000"
"Aug 08, 2017",12.64,12.74,10.84,11.50,"63,155,600","746,010,000"
"Aug 07, 2017",10.03,12.84,9.88,12.65,"95,630,200","591,790,000"
"Aug 06, 2017",9.34,10.83,9.08,10.07,"54,977,800","550,855,000"
"Aug 05, 2017",8.22,9.52,7.80,9.38,"42,482,900","484,803,000"
"Aug 04, 2017",7.68,8.71,7.68,8.22,"31,879,600","452,969,000"
"Aug 03, 2017",6.42,7.86,6.17,7.65,"30,278,900","378,741,000"
"Aug 02, 2017",6.56,6.69,6.32,6.43,"11,978,000","387,234,000"
"Aug 01, 2017",6.12,6.67,5.74,6.49,"20,864,300","361,165,000"
"Jul 31, 2017",5.53,6.36,5.43,6.12,"13,123,400","326,029,000"
"Jul 30, 2017",5.77,5.84,5.46,5.53,"3,168,030","340,554,000"
"Jul 29, 2017",5.80,5.86,5.38,5.78,"5,188,990","342,217,000"
"Jul 28, 2017",6.23,6.31,5.74,5.75,"7,599,310","367,403,000"
"Jul 27, 2017",6.29,6.42,6.02,6.21,"10,757,800","370,867,000"
"Jul 26, 2017",6.14,6.49,5.28,6.26,"20,824,500","362,203,000"
"Jul 25, 2017",7.31,7.61,5.68,6.13,"22,782,500","372,639,000"
"Jul 24, 2017",6.67,7.30,6.46,7.26,"12,601,300","339,927,000"
"Jul 23, 2017",7.55,7.62,6.14,6.64,"23,752,700","385,277,000"
"Jul 22, 2017",7.81,7.99,7.48,7.52,"16,650,500","398,441,000"
"Jul 21, 2017",7.84,9.15,7.01,7.84,"48,210,600","399,824,000"
"Jul 20, 2017",5.69,7.68,5.69,7.59,"33,148,900","289,993,000"
"Jul 19, 2017",5.18,6.62,4.79,5.62,"29,526,300","264,087,000"
"Jul 18, 2017",4.41,5.35,4.27,5.18,"16,788,400","224,792,000"
"Jul 17, 2017",3.91,4.47,3.91,4.38,"7,531,300","199,276,000"
"Jul 16, 2017",3.93,4.24,3.71,3.93,"5,467,430","200,412,000"
"Jul 15, 2017",4.54,4.55,3.86,3.88,"6,403,170","231,785,000"
"Jul 14, 2017",5.11,5.18,4.47,4.53,"6,385,700","260,726,000"
"Jul 13, 2017",5.65,6.12,5.02,5.11,"8,076,010","288,266,000"
"Jul 12, 2017",4.67,5.69,4.36,5.59,"11,808,500",-
"Jul 11, 2017",5.23,5.42,3.89,4.82,"11,515,200",-
"Jul 10, 2017",6.42,6.75,5.03,5.38,"5,648,270",-
"Jul 09, 2017",6.91,7.58,6.35,6.36,"6,985,260",-
"Jul 08, 2017",6.90,7.11,5.64,6.86,"12,481,200",-
"Jul 07, 2017",8.73,8.75,6.67,6.87,"7,176,910",-
"Jul 06, 2017",8.44,9.35,7.95,8.75,"13,670,300",-
"Jul 05, 2017",9.33,9.33,7.96,8.30,"8,151,290",-
"Jul 04, 2017",9.24,9.94,8.92,9.27,"8,178,690",-
"Jul 03, 2017",9.33,10.08,8.56,9.19,"15,403,500",-
"Jul 02, 2017",10.41,10.41,8.18,9.45,"23,967,300",-
"Jul 01, 2017",11.96,12.12,10.37,10.39,"10,832,000",-
"Jun 30, 2017",12.46,12.57,11.66,12.03,"14,022,600",-
"Jun 29, 2017",14.09,14.09,12.33,12.48,"18,516,000",-
"Jun 28, 2017",14.68,15.68,12.97,13.83,"40,650,500",-
"Jun 27, 2017",12.27,15.19,11.94,14.47,"42,563,100",-
"Jun 26, 2017",14.96,14.96,10.64,12.61,"25,803,900",-
"Jun 25, 2017",16.34,16.70,14.36,14.92,"22,702,400",-
"Jun 24, 2017",16.80,18.85,16.02,16.35,"34,660,100",-
"Jun 23, 2017",12.13,18.58,11.97,16.99,"66,737,400",-
"Jun 22, 2017",11.92,12.45,11.74,12.10,"16,740,600",-
"Jun 21, 2017",11.40,12.55,11.38,11.83,"10,464,200",-
"Jun 20, 2017",10.57,12.88,10.44,11.49,"22,123,200",-
"Jun 19, 2017",10.49,11.30,10.26,10.59,"12,893,100",-
"Jun 18, 2017",11.25,11.29,10.40,10.58,"5,475,110",-
"Jun 17, 2017",11.24,11.45,11.02,11.25,"6,961,310",-
"Jun 16, 2017",11.11,11.73,10.69,11.29,"7,179,610",-
"Jun 15, 2017",11.80,11.80,9.80,11.11,"13,740,900",-
"Jun 14, 2017",12.40,13.01,11.29,11.77,"18,671,800",-
"Jun 13, 2017",11.06,12.52,10.97,12.42,"16,198,200",-
"Jun 12, 2017",11.77,11.82,10.87,10.96,"8,663,550",-
"Jun 11, 2017",11.36,12.23,11.10,11.76,"11,384,700",-
"Jun 10, 2017",11.75,12.10,11.12,11.33,"14,370,200",-
"Jun 09, 2017",12.35,13.12,11.30,11.74,"14,694,100",-
"Jun 08, 2017",10.92,12.54,10.26,12.35,"12,978,300",-
"Jun 07, 2017",11.57,11.86,10.93,10.97,"6,104,140",-
"Jun 06, 2017",10.98,12.02,10.17,11.50,"11,135,000",-
"Jun 05, 2017",12.13,12.58,10.88,11.17,"10,290,000",-
"Jun 04, 2017",12.73,12.78,11.34,12.15,"15,253,900",-
"Jun 03, 2017",13.17,13.70,11.39,12.54,"39,565,100",-
"Jun 02, 2017",7.86,13.60,7.86,13.46,"54,232,400",-
"Jun 01, 2017",4.86,8.37,4.78,7.79,"28,193,200",-
"May 31, 2017",4.61,4.88,4.50,4.86,"3,011,070",-
"May 30, 2017",4.62,5.07,4.53,4.65,"2,836,480",-
"May 29, 2017",4.64,4.88,4.36,4.60,"2,205,420",-
"May 28, 2017",4.86,5.06,4.19,4.62,"4,353,380",-
"May 27, 2017",4.05,4.53,3.19,4.53,"7,046,840",-
"May 26, 2017",4.66,5.33,3.39,4.10,"5,116,020",-
"May 25, 2017",6.19,6.29,4.57,4.66,"6,211,020",-
"May 24, 2017",6.42,6.76,5.68,6.19,"11,221,600",-
