Date,Open,High,Low,Close,Volume,Market Cap
"Dec 25, 2017",14.54,15.69,14.12,15.64,"91,485,300","1,483,620,000"
"Dec 24, 2017",14.53,14.53,11.84,14.35,"87,459,300","1,482,550,000"
"Dec 23, 2017",13.16,15.75,12.84,14.41,"106,232,000","1,342,480,000"
"Dec 22, 2017",17.53,17.53,9.67,12.88,"210,269,000","1,789,150,000"
"Dec 21, 2017",17.87,18.84,16.12,17.12,"127,590,000","1,823,820,000"
"Dec 20, 2017",18.19,19.18,15.88,17.79,"178,069,000","1,856,030,000"
"Dec 19, 2017",18.50,21.51,17.12,18.14,"247,996,000","1,887,880,000"
"Dec 18, 2017",16.20,18.58,14.81,18.50,"216,024,000","1,653,590,000"
"Dec 17, 2017",14.19,17.44,13.97,15.62,"197,259,000","1,447,690,000"
"Dec 16, 2017",11.84,14.97,11.84,14.27,"316,999,000","1,207,840,000"
"Dec 15, 2017",11.45,11.72,10.03,11.72,"77,923,700","1,168,260,000"
"Dec 14, 2017",10.70,11.74,10.32,11.44,"95,547,300","1,091,600,000"
"Dec 13, 2017",10.36,11.55,9.66,10.71,"110,463,000","1,056,770,000"
"Dec 12, 2017",9.07,10.50,8.83,10.38,"116,442,000","926,009,000"
"Dec 11, 2017",7.95,9.36,7.95,9.01,"47,554,300","811,623,000"
"Dec 10, 2017",8.59,8.59,7.76,7.95,"34,660,500","877,014,000"
"Dec 09, 2017",8.43,9.22,8.31,8.58,"41,798,400","860,261,000"
"Dec 08, 2017",7.88,8.73,7.58,8.45,"54,457,900","804,182,000"
"Dec 07, 2017",8.62,9.01,7.84,7.85,"54,413,600","879,842,000"
"Dec 06, 2017",10.11,10.11,8.52,8.64,"64,531,900","1,031,440,000"
"Dec 05, 2017",10.41,10.47,9.85,10.08,"63,711,700","1,062,170,000"
"Dec 04, 2017",9.42,10.51,9.14,10.51,"51,229,800","961,222,000"
"Dec 03, 2017",9.30,10.07,8.93,9.43,"53,617,600","949,255,000"
"Dec 02, 2017",8.88,9.71,8.66,9.31,"49,352,400","905,896,000"
"Dec 01, 2017",8.12,8.98,7.83,8.90,"45,778,600","828,272,000"
"Nov 30, 2017",7.95,8.60,7.29,8.13,"46,661,000","811,384,000"
"Nov 29, 2017",9.42,9.42,7.29,7.95,"68,267,600","961,128,000"
"Nov 28, 2017",9.48,9.94,9.05,9.39,"60,471,100","967,855,000"
"Nov 27, 2017",8.52,9.49,8.52,9.49,"54,701,200","869,721,000"
"Nov 26, 2017",8.74,8.74,8.25,8.49,"35,970,800","891,835,000"
"Nov 25, 2017",7.60,8.95,7.60,8.72,"68,154,900","775,940,000"
"Nov 24, 2017",7.70,7.74,7.44,7.61,"25,535,100","785,544,000"
"Nov 23, 2017",7.98,8.17,7.72,7.72,"29,220,900","814,275,000"
"Nov 22, 2017",7.68,7.94,7.62,7.94,"23,540,600","783,236,000"
"Nov 21, 2017",8.08,8.08,7.55,7.65,"28,377,000","824,262,000"
"Nov 20, 2017",7.80,8.18,7.80,8.03,"25,838,900","795,924,000"
"Nov 19, 2017",7.93,8.23,7.64,7.82,"27,424,000","809,283,000"
"Nov 18, 2017",7.69,8.62,7.42,7.95,"61,839,300","784,918,000"
"Nov 17, 2017",7.13,7.74,7.08,7.58,"28,740,500","727,192,000"
"Nov 16, 2017",7.72,7.72,7.10,7.16,"25,723,800","787,988,000"
"Nov 15, 2017",7.87,8.04,7.31,7.72,"29,403,800","803,044,000"
"Nov 14, 2017",7.55,7.89,7.27,7.84,"25,075,600","770,372,000"
"Nov 13, 2017",6.60,7.70,6.60,7.57,"45,628,000","673,886,000"
"Nov 12, 2017",7.29,7.32,6.14,6.59,"40,913,300","743,945,000"
"Nov 11, 2017",6.99,7.54,6.88,7.30,"26,845,400","713,386,000"
"Nov 10, 2017",8.04,8.09,6.78,7.01,"43,885,700","820,786,000"
"Nov 09, 2017",7.67,8.44,7.57,8.03,"53,112,900","782,537,000"
"Nov 08, 2017",6.34,8.36,6.33,7.70,"83,658,200","646,493,000"
"Nov 07, 2017",6.52,6.67,6.16,6.33,"17,428,900","665,398,000"
"Nov 06, 2017",6.28,6.68,6.22,6.48,"21,223,900","617,414,000"
"Nov 05, 2017",6.44,6.49,6.17,6.29,"12,819,400","633,214,000"
"Nov 04, 2017",6.72,6.77,6.38,6.45,"16,963,100","660,838,000"
"Nov 03, 2017",6.23,6.78,6.15,6.73,"27,548,300","612,383,000"
"Nov 02, 2017",6.05,6.67,5.55,6.23,"55,264,500","594,839,000"
"Nov 01, 2017",6.83,6.96,6.05,6.05,"37,953,700","671,068,000"
"Oct 31, 2017",7.23,7.29,6.84,6.84,"21,797,300","710,488,000"
"Oct 30, 2017",7.28,7.40,7.13,7.25,"14,224,900","715,973,000"
"Oct 29, 2017",7.16,7.44,7.15,7.30,"18,076,000","703,486,000"
"Oct 28, 2017",7.49,7.54,7.17,7.18,"17,242,600","736,331,000"
"Oct 27, 2017",7.65,8.12,7.42,7.46,"28,704,900","751,745,000"
"Oct 26, 2017",7.66,7.80,7.48,7.65,"19,134,300","752,636,000"
"Oct 25, 2017",8.12,8.14,7.56,7.62,"20,363,000","798,130,000"
"Oct 24, 2017",7.59,8.70,7.38,8.13,"54,151,300","746,181,000"
"Oct 23, 2017",7.65,7.66,7.12,7.61,"17,684,200","752,139,000"
"Oct 22, 2017",7.37,7.78,7.36,7.67,"19,588,000","724,177,000"
"Oct 21, 2017",7.31,7.46,6.99,7.37,"19,448,800","718,401,000"
"Oct 20, 2017",7.90,7.91,7.29,7.31,"20,554,400","776,825,000"
"Oct 19, 2017",7.82,8.08,7.68,7.92,"14,064,200","769,045,000"
"Oct 18, 2017",7.97,8.08,7.66,7.84,"20,915,200","783,502,000"
"Oct 17, 2017",7.86,8.24,7.69,7.99,"23,177,500","772,486,000"
"Oct 16, 2017",8.00,8.10,7.60,7.85,"19,951,300","786,681,000"
"Oct 15, 2017",8.03,8.24,7.67,7.97,"23,508,300","789,379,000"
"Oct 14, 2017",8.31,8.38,7.99,8.03,"20,284,600","816,802,000"
"Oct 13, 2017",8.19,8.68,7.98,8.30,"33,908,900","805,549,000"
"Oct 12, 2017",9.26,9.53,8.18,8.20,"49,996,900","910,544,000"
"Oct 11, 2017",8.12,9.42,8.12,9.26,"57,741,200","798,713,000"
"Oct 10, 2017",7.49,8.39,7.28,8.09,"27,542,200","736,231,000"
"Oct 09, 2017",7.78,8.10,7.03,7.50,"34,823,600","765,067,000"
"Oct 08, 2017",8.54,8.61,7.62,7.70,"27,120,900","839,543,000"
"Oct 07, 2017",8.66,8.69,8.14,8.54,"18,207,700","851,803,000"
"Oct 06, 2017",8.82,8.89,8.49,8.66,"13,957,500","866,972,000"
"Oct 05, 2017",8.67,8.97,8.23,8.80,"19,715,100","852,239,000"
"Oct 04, 2017",9.26,9.27,8.60,8.66,"19,933,100","909,963,000"
"Oct 03, 2017",9.19,9.27,8.53,9.24,"35,595,500","903,903,000"
"Oct 02, 2017",9.82,9.99,9.07,9.20,"36,673,900","965,225,000"
"Oct 01, 2017",10.11,10.15,9.57,9.82,"21,494,500","994,233,000"
"Sep 30, 2017",9.74,10.27,9.68,10.12,"26,871,400","957,899,000"
"Sep 29, 2017",10.47,10.58,9.19,9.75,"51,306,900","1,029,050,000"
"Sep 28, 2017",10.35,11.48,10.07,10.49,"66,693,200","1,017,090,000"
"Sep 27, 2017",9.78,10.52,9.77,10.34,"38,915,800","961,863,000"
"Sep 26, 2017",10.01,10.27,9.69,9.76,"26,920,700","984,356,000"
"Sep 25, 2017",8.66,10.38,8.63,10.00,"59,857,600","851,863,000"
"Sep 24, 2017",9.01,9.12,8.53,8.66,"19,730,500","885,388,000"
"Sep 23, 2017",8.66,9.36,8.43,9.03,"28,436,100","851,587,000"
"Sep 22, 2017",8.13,8.96,7.93,8.65,"42,277,500","799,239,000"
"Sep 21, 2017",9.12,9.39,7.75,8.12,"51,911,500","897,056,000"
"Sep 20, 2017",9.92,9.95,9.11,9.11,"36,072,700","975,691,000"
"Sep 19, 2017",11.00,11.03,9.68,9.92,"38,392,200","1,081,420,000"
"Sep 18, 2017",9.88,11.34,9.88,10.98,"54,086,300","971,499,000"
"Sep 17, 2017",9.90,10.31,8.98,9.87,"40,154,600","973,696,000"
"Sep 16, 2017",9.96,10.65,9.34,9.93,"66,155,100","979,204,000"
"Sep 15, 2017",8.13,10.39,6.57,9.95,"156,528,000","798,813,000"
"Sep 14, 2017",10.58,11.06,7.67,8.08,"95,558,500","1,040,220,000"
"Sep 13, 2017",11.68,11.70,9.55,10.61,"85,896,500","1,148,450,000"
"Sep 12, 2017",11.37,13.45,11.21,11.59,"130,591,000","1,117,370,000"
"Sep 11, 2017",11.42,11.98,11.09,11.33,"37,733,800","1,122,960,000"
"Sep 10, 2017",12.29,12.29,10.76,11.40,"53,265,800","1,207,860,000"
"Sep 09, 2017",11.38,12.22,10.88,12.22,"63,245,300","1,118,990,000"
"Sep 08, 2017",12.91,13.39,10.66,11.45,"99,091,800","1,268,790,000"
"Sep 07, 2017",11.65,13.53,10.77,12.87,"153,192,000","1,145,440,000"
"Sep 06, 2017",10.96,11.79,10.49,11.64,"95,001,000","1,077,300,000"
"Sep 05, 2017",8.68,11.28,7.60,10.98,"111,430,000","852,870,000"
"Sep 04, 2017",10.55,10.55,7.31,8.78,"159,979,000","1,037,440,000"
"Sep 03, 2017",10.79,11.37,9.64,10.57,"68,616,800","1,060,760,000"
"Sep 02, 2017",11.99,11.99,9.96,10.80,"93,561,000","1,178,610,000"
"Sep 01, 2017",11.73,12.52,11.63,11.97,"91,962,400","1,153,390,000"
"Aug 31, 2017",11.17,12.08,10.78,11.74,"89,710,200","1,098,470,000"
"Aug 30, 2017",9.49,11.67,9.30,11.07,"194,613,000","932,958,000"
"Aug 29, 2017",8.58,9.62,8.45,9.46,"86,155,000","843,249,000"
"Aug 28, 2017",8.33,8.93,8.15,8.59,"52,390,300","819,005,000"
"Aug 27, 2017",8.29,8.37,8.03,8.33,"22,915,000","815,412,000"
"Aug 26, 2017",8.26,8.33,7.85,8.28,"25,661,900","812,289,000"
"Aug 25, 2017",8.38,8.46,8.04,8.27,"24,205,300","823,620,000"
"Aug 24, 2017",8.20,8.39,7.97,8.37,"31,284,200","806,267,000"
"Aug 23, 2017",7.61,8.66,7.58,8.24,"64,455,600","748,515,000"
"Aug 22, 2017",7.67,7.76,6.96,7.62,"41,423,400","753,880,000"
"Aug 21, 2017",8.45,8.60,7.34,7.67,"71,569,400","830,536,000"
"Aug 20, 2017",7.76,8.84,7.17,8.44,"74,687,700","762,542,000"
"Aug 19, 2017",7.31,7.93,6.42,7.80,"70,997,400","718,510,000"
"Aug 18, 2017",8.40,8.45,6.32,7.34,"104,224,000","825,591,000"
"Aug 17, 2017",8.89,9.47,8.29,8.40,"131,488,000","873,548,000"
"Aug 16, 2017",6.67,9.02,6.67,8.87,"204,580,000","655,537,000"
"Aug 15, 2017",6.94,7.05,6.16,6.69,"67,045,700","682,506,000"
"Aug 14, 2017",6.88,7.38,6.25,7.02,"85,191,300","676,804,000"
"Aug 13, 2017",6.18,7.53,5.36,6.94,"128,909,000","607,772,000"
"Aug 12, 2017",7.20,7.40,5.83,6.19,"87,590,300","707,779,000"
"Aug 11, 2017",5.96,7.81,5.41,7.23,"200,287,000","586,021,000"
"Aug 10, 2017",3.41,6.36,3.38,5.93,"234,693,000","335,183,000"
"Aug 09, 2017",3.62,3.68,3.26,3.45,"24,783,900","355,440,000"
"Aug 08, 2017",3.15,3.76,3.07,3.61,"49,778,700","309,766,000"
"Aug 07, 2017",2.70,3.25,2.63,3.15,"34,417,900","265,138,000"
"Aug 06, 2017",3.62,3.62,2.59,2.75,"39,669,900","356,183,000"
"Aug 05, 2017",2.79,3.73,2.74,3.61,"95,593,700","274,109,000"
"Aug 04, 2017",1.95,2.79,1.94,2.76,"44,051,500","192,003,000"
"Aug 03, 2017",1.38,2.03,1.37,1.96,"18,348,800","135,528,000"
"Aug 02, 2017",1.34,1.39,1.29,1.38,"3,708,080","131,707,000"
"Aug 01, 2017",1.22,1.37,1.18,1.33,"4,360,060","120,415,000"
"Jul 31, 2017",1.20,1.26,1.17,1.23,"2,153,100","118,309,000"
"Jul 30, 2017",1.27,1.31,1.19,1.21,"1,749,290","124,645,000"
"Jul 29, 2017",1.19,1.29,1.11,1.28,"2,651,230","116,968,000"
"Jul 28, 2017",1.38,1.39,1.12,1.19,"5,438,700","135,475,000"
"Jul 27, 2017",1.21,1.41,1.20,1.38,"5,379,280","118,718,000"
"Jul 26, 2017",1.23,1.29,1.10,1.21,"4,740,910","121,110,000"
"Jul 25, 2017",1.53,1.55,1.12,1.23,"8,132,390","150,667,000"
"Jul 24, 2017",1.51,1.61,1.31,1.52,"12,526,000","148,581,000"
"Jul 23, 2017",0.878973,1.59,0.850754,1.53,"15,198,100","86,413,600"
"Jul 22, 2017",0.742038,0.886832,0.739422,0.878662,"3,596,130","72,951,200"
"Jul 21, 2017",0.669754,0.786582,0.632858,0.753032,"2,140,420","65,844,800"
"Jul 20, 2017",0.596119,0.717632,0.596119,0.659447,"3,376,440","58,605,700"
"Jul 19, 2017",0.759290,0.797288,0.568905,0.583911,"4,236,020","74,647,300"
"Jul 18, 2017",0.574224,0.894874,0.565539,0.759819,"8,394,650","56,453,100"
"Jul 17, 2017",0.381684,0.598633,0.379345,0.582786,"4,273,090","37,524,100"
"Jul 16, 2017",0.431081,0.494342,0.319695,0.384906,"1,743,630","42,380,400"
"Jul 15, 2017",0.586446,0.652156,0.433351,0.433351,"1,552,730",-
"Jul 14, 2017",0.534731,0.775406,0.500232,0.582480,"750,698",-
